Title; ISSN; Language; Country; Subject; Observation;
'null'; '2326-2125'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2326-4098'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2329-2229'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2330-8249'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2332-8533'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2343-6615'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2345-6930'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2348-1110'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2348-4602'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2348-6406'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2349-6088'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2349-6495'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2350-0743'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2351-8014'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2357-8187'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2358-8693'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2359-1786'; 'null'; 'null'; 'null'; 'Registro inexistente';
'null'; '2362-5813'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2367-3613'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2367-3648'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2368-2132'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2373-8006'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2374-4235'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2375-1487'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2381-8883'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2381-8891'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
'null'; '2383-0425'; 'null'; 'null'; 'null'; 'Registro encontrado mas sem info';
